16844,-336,2904
17344,-296,2224
16920,-408,1460
17308,-432,2572
17376,-344,2364
17604,-384,2224
17176,-352,2176
17788,-344,2604
16976,-484,2216
17580,-300,2544
17176,-268,2632
17212,-332,2228
17160,-324,1884
17344,-324,2312
17360,-356,2576
17296,-340,2368
17728,-432,2076
16592,-300,2552
17996,-536,2656
17036,-352,2540
17664,-296,2284
17384,-400,2376
17512,-420,2528
17180,-252,2360
17340,-364,2388
17176,-308,1748
17108,-160,1696
18092,-580,2776
17352,-400,2924
17300,-596,1284
18456,-504,1384
14864,-136,2868
19736,-636,2460
15300,-248,1976
18280,-72,1336
15488,-168,2304
18508,-432,3368
17248,-376,1872
16396,-256,2028
17696,-328,2184
16792,-192,2928
18524,-520,2904
16480,-228,2796
17912,-384,2012
16748,-224,2164
18156,-304,2560
17008,-352,2612
17696,-264,2268
17052,-356,1812
17328,-284,2712
17208,-336,3108
17544,-416,2544
17744,-336,2384
18116,-604,1772
17416,-184,2504
17368,-204,3000
17216,-300,2520
17672,-372,2960
17180,-288,1996
17352,-320,2216
17432,-268,2752
17584,-364,2772
17484,-228,2992
17516,-260,3180
17280,-372,2432
17348,-352,1160
17108,-276,1708
17208,-268,2080
17480,-396,2112
17324,-308,1860
17632,-260,2652
17500,-184,3256
17536,-288,2900
17328,-232,2440
17236,-268,2232
17252,-272,1644
17320,-332,1520
17412,-296,1432
17528,-252,1872
17620,-288,2588
17584,-236,2864
17552,-260,3260
17144,-252,2824
17220,-344,2092
17120,-380,1500
17344,-424,1696
17340,-436,1644
17572,-324,1788
17624,-424,2604
18308,-628,3580
17412,-268,2984
17624,-304,2644
16740,-296,2136
17668,-432,2260
16992,-280,1844
17696,-292,1664
17496,-368,2140
17404,-276,2808
17572,-384,3184
17380,-400,2912
17480,-408,2148
17328,-412,2080
16408,-412,3748
18720,-528,2644
16984,-544,1540
18712,-428,2572
16972,-360,2460
17536,-400,2684
17216,-388,2652
17472,-336,3124
17296,-332,2808
17496,-504,1836
